layout,raw_bytes,gzip_bytes,raw_mib,gzip_mib,file_count
row_unsorted,308023293,5316707,293.75390338897705,5.070406913757324,4
row_sorted,308023335,5459062,293.75394344329834,5.206167221069336,4
column_unsorted,308023254,4082317,293.7538661956787,3.8932008743286133,11
column_sorted,308023296,4393979,293.75390625,4.190424919128418,11
